block,parcel,neighborhood,priority,method,support
10903,55,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,56,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,57,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,58,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,59,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,60,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,61,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,62,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,63,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,64,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,65,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,66,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,67,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,68,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,69,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,70,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,71,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,77,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,78,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,79,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,81,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,82,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,83,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,88,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,94,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,96,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,99,"צומת הקריות, חוף שמן",1,parcel_area,1
10903,,"צומת הקריות, חוף שמן",2,block_area_majority,0.99
10904,1,נמל חיפה,1,parcel_area,0.888
10904,2,נמל חיפה,1,parcel_area,1
10904,3,נמל חיפה,1,parcel_area,1
10904,,נמל חיפה,2,block_area_majority,0.908
10905,1,נמל חיפה,1,parcel_area,1
10905,2,נמל חיפה,1,parcel_area,1
10905,3,נמל חיפה,1,parcel_area,1
10905,,נמל חיפה,2,block_area_majority,1
10906,1,עין הים,1,parcel_area,1
10906,10,עין הים,1,parcel_area,0.789
10906,11,עין הים,1,parcel_area,0.96
10906,179,קריית שפרינצק,1,parcel_area,1
10906,180,קריית שפרינצק,1,parcel_area,1
10906,181,קריית שפרינצק,1,parcel_area,1
10906,183,קריית שפרינצק,1,parcel_area,1
10906,184,קריית שפרינצק,1,parcel_area,1
10906,185,קריית שפרינצק,1,parcel_area,1
10906,186,קריית שפרינצק,1,parcel_area,0.962
10906,187,עין הים,1,parcel_area,0.9
10906,197,קריית שפרינצק,1,parcel_area,0.558
10906,2,עין הים,1,parcel_area,1
10906,201,קריית שפרינצק,1,parcel_area,1
10906,202,קריית שפרינצק,1,parcel_area,1
10906,203,קריית שפרינצק,1,parcel_area,1
10906,204,קריית שפרינצק,1,parcel_area,1
10906,213,קריית שפרינצק,1,parcel_area,0.843
10906,214,קריית שפרינצק,1,parcel_area,0.554
10906,215,עין הים,1,parcel_area,1
10906,216,קריית שפרינצק,1,parcel_area,0.85
10906,217,קריית שפרינצק,1,parcel_area,1
10906,218,קריית שפרינצק,1,parcel_area,1
10906,219,קריית שפרינצק,1,parcel_area,1
10906,220,קריית שפרינצק,1,parcel_area,1
10906,221,קריית שפרינצק,1,parcel_area,1
10906,222,קריית שפרינצק,1,parcel_area,1
10906,223,קריית שפרינצק,1,parcel_area,1
10906,224,קריית שפרינצק,1,parcel_area,1
10906,225,קריית שפרינצק,1,parcel_area,1
10906,226,קריית שפרינצק,1,parcel_area,1
10906,227,קריית שפרינצק,1,parcel_area,0.997
10906,228,קריית שפרינצק,1,parcel_area,1
10906,229,קריית שפרינצק,1,parcel_area,1
10906,230,קריית שפרינצק,1,parcel_area,1
10906,231,קריית שפרינצק,1,parcel_area,1
10906,232,קריית שפרינצק,1,parcel_area,1
10906,233,קריית שפרינצק,1,parcel_area,1
10906,234,קריית שפרינצק,1,parcel_area,1
10906,237,קריית שפרינצק,1,parcel_area,1
10906,238,קריית שפרינצק,1,parcel_area,1
10906,239,קריית שפרינצק,1,parcel_area,1
10906,240,קריית שפרינצק,1,parcel_area,1
10906,241,קריית שפרינצק,1,parcel_area,1
10906,242,קריית שפרינצק,1,parcel_area,1
10906,243,קריית שפרינצק,1,parcel_area,1
10906,244,קריית שפרינצק,1,parcel_area,1
10906,245,קריית שפרינצק,1,parcel_area,1
10906,246,קריית שפרינצק,1,parcel_area,1
10906,247,קריית שפרינצק,1,parcel_area,1
10906,248,קריית שפרינצק,1,parcel_area,1
10906,250,קריית שפרינצק,1,parcel_area,1
10906,251,קריית שפרינצק,1,parcel_area,1
10906,252,קריית שפרינצק,1,parcel_area,1
10906,253,קריית שפרינצק,1,parcel_area,1
10906,255,קריית שפרינצק,1,parcel_area,1
10906,257,קריית שפרינצק,1,parcel_area,1
10906,258,קריית שפרינצק,1,parcel_area,1
10906,259,קריית שפרינצק,1,parcel_area,1
10906,260,קריית שפרינצק,1,parcel_area,1
10906,261,קריית שפרינצק,1,parcel_area,1
10906,262,קריית שפרינצק,1,parcel_area,1
10906,263,קריית שפרינצק,1,parcel_area,1
10906,264,קריית שפרינצק,1,parcel_area,1
10906,265,קריית שפרינצק,1,parcel_area,1
10906,266,קריית שפרינצק,1,parcel_area,1
10906,267,קריית שפרינצק,1,parcel_area,1
10906,268,קריית שפרינצק,1,parcel_area,1
10906,271,קריית שפרינצק,1,parcel_area,1
10906,272,קריית שפרינצק,1,parcel_area,1
10906,273,קריית שפרינצק,1,parcel_area,1
10906,274,קריית שפרינצק,1,parcel_area,1
10906,275,קריית שפרינצק,1,parcel_area,1
10906,276,עין הים,1,parcel_area,1
10906,277,עין הים,1,parcel_area,1
10906,278,קריית שפרינצק,1,parcel_area,1
10906,279,קריית שפרינצק,1,parcel_area,1
10906,280,קריית שפרינצק,1,parcel_area,1
10906,281,קריית שפרינצק,1,parcel_area,1
10906,282,קריית שפרינצק,1,parcel_area,1
10906,283,קריית שפרינצק,1,parcel_area,1
10906,284,קריית שפרינצק,1,parcel_area,1
10906,285,קריית שפרינצק,1,parcel_area,1
10906,286,קריית שפרינצק,1,parcel_area,1
10906,288,קריית שפרינצק,1,parcel_area,1
10906,289,קריית שפרינצק,1,parcel_area,1
10906,290,קריית שפרינצק,1,parcel_area,1
10906,292,קריית שפרינצק,1,parcel_area,0.987
10906,294,עין הים,1,parcel_area,1
10906,295,עין הים,1,parcel_area,1
10906,297,קריית שפרינצק,1,parcel_area,1
10906,298,קריית שפרינצק,1,parcel_area,1
10906,3,עין הים,1,parcel_area,1
10906,300,קריית שפרינצק,1,parcel_area,0.978
10906,301,קריית שפרינצק,1,parcel_area,0.867
10906,303,קריית שפרינצק,1,parcel_area,1
10906,304,קריית שפרינצק,1,parcel_area,1
10906,307,קריית שפרינצק,1,parcel_area,1
10906,309,קריית שפרינצק,1,parcel_area,1
10906,312,קריית שפרינצק,1,parcel_area,1
10906,313,קריית שפרינצק,1,parcel_area,1
10906,316,קריית שפרינצק,1,parcel_area,1
10906,317,קריית שפרינצק,1,parcel_area,1
10906,318,קריית שפרינצק,1,parcel_area,1
10906,319,קריית שפרינצק,1,parcel_area,1
10906,320,קריית שפרינצק,1,parcel_area,1
10906,321,קריית שפרינצק,1,parcel_area,1
10906,322,קריית שפרינצק,1,parcel_area,1
10906,323,קריית שפרינצק,1,parcel_area,1
10906,324,קריית שפרינצק,1,parcel_area,1
10906,325,קריית שפרינצק,1,parcel_area,1
10906,326,קריית שפרינצק,1,parcel_area,1
10906,327,קריית שפרינצק,1,parcel_area,1
10906,328,קריית שפרינצק,1,parcel_area,1
10906,329,קריית שפרינצק,1,parcel_area,1
10906,330,קריית שפרינצק,1,parcel_area,1
10906,331,קריית שפרינצק,1,parcel_area,1
10906,332,קריית שפרינצק,1,parcel_area,1
10906,333,קריית שפרינצק,1,parcel_area,1
10906,334,קריית שפרינצק,1,parcel_area,1
10906,4,עין הים,1,parcel_area,1
10906,5,עין הים,1,parcel_area,1
10906,6,עין הים,1,parcel_area,1
10906,7,עין הים,1,parcel_area,1
10906,8,עין הים,1,parcel_area,1
10906,9,עין הים,1,parcel_area,0.873
10906,,קריית שפרינצק,2,block_area_majority,0.95
10907,1,"יל""ג",1,parcel_area,1
10907,10,"יל""ג",1,parcel_area,1
10907,11,"יל""ג",1,parcel_area,1
10907,12,"יל""ג",1,parcel_area,1
10907,13,"יל""ג",1,parcel_area,1
10907,14,"יל""ג",1,parcel_area,1
10907,15,"יל""ג",1,parcel_area,1
10907,16,"יל""ג",1,parcel_area,1
10907,17,"יל""ג",1,parcel_area,1
10907,18,"יל""ג",1,parcel_area,1
10907,19,"יל""ג",1,parcel_area,1
10907,2,"יל""ג",1,parcel_area,1
10907,20,"יל""ג",1,parcel_area,1
10907,21,"יל""ג",1,parcel_area,1
10907,22,"יל""ג",1,parcel_area,1
10907,23,"יל""ג",1,parcel_area,1
10907,24,"יל""ג",1,parcel_area,1
10907,25,"יל""ג",1,parcel_area,1
10907,26,"יל""ג",1,parcel_area,1
10907,27,"יל""ג",1,parcel_area,1
10907,28,"יל""ג",1,parcel_area,1
10907,29,"יל""ג",1,parcel_area,1
10907,3,"יל""ג",1,parcel_area,1
10907,30,רמת ויז'ניץ,1,parcel_area,1
10907,31,רמת ויז'ניץ,1,parcel_area,1
10907,32,רמת ויז'ניץ,1,parcel_area,1
10907,33,רמת ויז'ניץ,1,parcel_area,1
10907,34,רמת ויז'ניץ,1,parcel_area,1
10907,35,רמת ויז'ניץ,1,parcel_area,1
10907,36,רמת ויז'ניץ,1,parcel_area,1
10907,37,רמת ויז'ניץ,1,parcel_area,1
10907,38,רמת ויז'ניץ,1,parcel_area,1
10907,39,רמת ויז'ניץ,1,parcel_area,1
10907,4,"יל""ג",1,parcel_area,1
10907,40,רמת ויז'ניץ,1,parcel_area,1
10907,41,רמת ויז'ניץ,1,parcel_area,1
10907,42,רמת ויז'ניץ,1,parcel_area,1
10907,43,רמת ויז'ניץ,1,parcel_area,1
10907,44,"יל""ג",1,parcel_area,1
10907,45,רמת ויז'ניץ,1,parcel_area,0.675
10907,46,"יל""ג",1,parcel_area,1
10907,5,"יל""ג",1,parcel_area,1
10907,6,"יל""ג",1,parcel_area,1
10907,7,"יל""ג",1,parcel_area,1
10907,8,"יל""ג",1,parcel_area,1
10907,9,"יל""ג",1,parcel_area,1
10907,,"יל""ג",2,block_area_majority,0.809
10908,1,כרמל מערבי,1,parcel_area,1
10908,10,כרמל מערבי,1,parcel_area,1
10908,100,כבירים,1,parcel_area,1
10908,101,כבירים,1,parcel_area,1
10908,102,כבירים,1,parcel_area,1
10908,103,כבירים,1,parcel_area,1
10908,104,כבירים,1,parcel_area,1
10908,105,כבירים,1,parcel_area,1
10908,106,כבירים,1,parcel_area,1
10908,107,כבירים,1,parcel_area,1
10908,108,כבירים,1,parcel_area,1
10908,109,כבירים,1,parcel_area,1
10908,11,כרמל מערבי,1,parcel_area,1
10908,110,כבירים,1,parcel_area,1
10908,111,כבירים,1,parcel_area,1
10908,112,כבירים,1,parcel_area,1
10908,113,כבירים,1,parcel_area,1
10908,114,כבירים,1,parcel_area,1
10908,115,כבירים,1,parcel_area,1
10908,116,כבירים,1,parcel_area,1
10908,117,כבירים,1,parcel_area,1
10908,118,כבירים,1,parcel_area,1
10908,119,כבירים,1,parcel_area,1
10908,12,כרמל מערבי,1,parcel_area,1
10908,124,כבירים,1,parcel_area,1
10908,126,כבירים,1,parcel_area,1
10908,127,כבירים,1,parcel_area,1
10908,128,כבירים,1,parcel_area,1
10908,129,כבירים,1,parcel_area,1
10908,13,כרמל מערבי,1,parcel_area,1
10908,130,כבירים,1,parcel_area,1
10908,131,כבירים,1,parcel_area,1
10908,132,כבירים,1,parcel_area,1
10908,134,כבירים,1,parcel_area,1
10908,135,כבירים,1,parcel_area,0.683
10908,136,כבירים,1,parcel_area,0.996
10908,137,כבירים,1,parcel_area,0.662
10908,138,כבירים,1,parcel_area,1
10908,139,כבירים,1,parcel_area,1
10908,14,כרמל מערבי,1,parcel_area,1
10908,140,כרמל מערבי,1,parcel_area,0.92
10908,141,כבירים,1,parcel_area,0.943
10908,142,כבירים,1,parcel_area,1
10908,144,כבירים,1,parcel_area,1
10908,145,כבירים,1,parcel_area,1
10908,146,כבירים,1,parcel_area,1
10908,147,כבירים,1,parcel_area,1
10908,148,כבירים,1,parcel_area,1
10908,149,כבירים,1,parcel_area,1
10908,15,כרמל מערבי,1,parcel_area,1
10908,150,כבירים,1,parcel_area,1
10908,151,כבירים,1,parcel_area,1
10908,152,כבירים,1,parcel_area,0.625
10908,155,כבירים,1,parcel_area,1
10908,156,כבירים,1,parcel_area,1
10908,157,כבירים,1,parcel_area,1
10908,158,כבירים,1,parcel_area,1
10908,159,כבירים,1,parcel_area,1
10908,16,כרמל מערבי,1,parcel_area,1
10908,17,כרמל מערבי,1,parcel_area,1
10908,18,כרמל מערבי,1,parcel_area,1
10908,19,כרמל מערבי,1,parcel_area,1
10908,2,כרמל מערבי,1,parcel_area,1
10908,20,כרמל מערבי,1,parcel_area,1
10908,21,כרמל מערבי,1,parcel_area,1
10908,22,כרמל מערבי,1,parcel_area,1
10908,23,כרמל מערבי,1,parcel_area,1
10908,24,כרמל מערבי,1,parcel_area,1
10908,25,כרמל מערבי,1,parcel_area,1
10908,26,כרמל מערבי,1,parcel_area,1
10908,3,כרמל מערבי,1,parcel_area,1
10908,4,כרמל מערבי,1,parcel_area,1
10908,41,כבירים,1,parcel_area,1
10908,42,כבירים,1,parcel_area,1
10908,43,כבירים,1,parcel_area,1
10908,44,כבירים,1,parcel_area,1
10908,47,כבירים,1,parcel_area,1
10908,5,כרמל מערבי,1,parcel_area,1
10908,57,כבירים,1,parcel_area,0.536
10908,6,כרמל מערבי,1,parcel_area,1
10908,61,כבירים,1,parcel_area,1
10908,62,כבירים,1,parcel_area,1
10908,63,כבירים,1,parcel_area,1
10908,64,כבירים,1,parcel_area,1
10908,65,כבירים,1,parcel_area,1
10908,66,כבירים,1,parcel_area,1
10908,67,כבירים,1,parcel_area,1
10908,68,כבירים,1,parcel_area,1
10908,69,כבירים,1,parcel_area,1
10908,7,כרמל מערבי,1,parcel_area,1
10908,70,כבירים,1,parcel_area,1
10908,71,כבירים,1,parcel_area,1
10908,72,כבירים,1,parcel_area,1
10908,73,כבירים,1,parcel_area,1
10908,74,כבירים,1,parcel_area,1
10908,75,כבירים,1,parcel_area,1
10908,8,כרמל מערבי,1,parcel_area,1
10908,80,כבירים,1,parcel_area,1
10908,81,כבירים,1,parcel_area,1
10908,82,כבירים,1,parcel_area,1
10908,83,כבירים,1,parcel_area,1
10908,84,כבירים,1,parcel_area,1
10908,85,כבירים,1,parcel_area,1
10908,86,כבירים,1,parcel_area,1
10908,87,כבירים,1,parcel_area,1
10908,88,כבירים,1,parcel_area,1
10908,89,כבירים,1,parcel_area,1
10908,9,כרמל מערבי,1,parcel_area,1
10908,90,כבירים,1,parcel_area,1
10908,91,כבירים,1,parcel_area,1
10908,92,כבירים,1,parcel_area,1
10908,93,כבירים,1,parcel_area,1
10908,94,כבירים,1,parcel_area,1
10908,95,כבירים,1,parcel_area,1
10908,96,כבירים,1,parcel_area,1
10908,97,כבירים,1,parcel_area,1
10908,98,כבירים,1,parcel_area,1
10908,99,כבירים,1,parcel_area,1
10908,,כבירים,2,block_area_majority,0.721
10909,1,כבירים,1,parcel_area,1
10909,10,כבירים,1,parcel_area,1
10909,11,כבירים,1,parcel_area,1
10909,12,כבירים,1,parcel_area,1
10909,13,כבירים,1,parcel_area,1
10909,14,כבירים,1,parcel_area,1
10909,15,כבירים,1,parcel_area,1
10909,16,כבירים,1,parcel_area,1
10909,17,כבירים,1,parcel_area,1
10909,18,כבירים,1,parcel_area,1
10909,19,כבירים,1,parcel_area,1
10909,2,כבירים,1,parcel_area,1
10909,20,כבירים,1,parcel_area,1
10909,21,כבירים,1,parcel_area,1
10909,23,כבירים,1,parcel_area,1
10909,26,מרכז הכרמל,1,parcel_area,1
10909,27,מרכז הכרמל,1,parcel_area,1
10909,28,מרכז הכרמל,1,parcel_area,1
10909,29,מרכז הכרמל,1,parcel_area,1
10909,3,כבירים,1,parcel_area,1
10909,30,מרכז הכרמל,1,parcel_area,1
10909,31,כבירים,1,parcel_area,1
10909,32,כבירים,1,parcel_area,1
10909,33,כבירים,1,parcel_area,1
10909,34,כבירים,1,parcel_area,1
10909,35,כבירים,1,parcel_area,1
10909,36,כבירים,1,parcel_area,1
10909,37,כבירים,1,parcel_area,1
10909,38,כבירים,1,parcel_area,1
10909,39,כבירים,1,parcel_area,1
10909,4,כבירים,1,parcel_area,1
10909,40,כבירים,1,parcel_area,1
10909,41,כבירים,1,parcel_area,1
10909,42,כבירים,1,parcel_area,1
10909,43,כבירים,1,parcel_area,1
10909,44,כבירים,1,parcel_area,1
10909,45,כבירים,1,parcel_area,1
10909,46,כבירים,1,parcel_area,1
10909,47,כבירים,1,parcel_area,1
10909,48,כבירים,1,parcel_area,1
10909,49,כבירים,1,parcel_area,1
10909,5,כבירים,1,parcel_area,1
10909,50,כבירים,1,parcel_area,1
10909,51,כבירים,1,parcel_area,1
10909,52,כבירים,1,parcel_area,1
10909,53,כבירים,1,parcel_area,1
10909,54,כבירים,1,parcel_area,1
10909,55,כבירים,1,parcel_area,1
10909,56,כבירים,1,parcel_area,1
10909,57,כבירים,1,parcel_area,1
10909,58,כבירים,1,parcel_area,1
10909,59,כבירים,1,parcel_area,1
10909,6,כבירים,1,parcel_area,1
10909,60,כבירים,1,parcel_area,1
10909,61,כבירים,1,parcel_area,1
10909,62,מרכז הכרמל,1,parcel_area,1
10909,63,כבירים,1,parcel_area,0.766
10909,64,כבירים,1,parcel_area,0.902
10909,65,כבירים,1,parcel_area,1
10909,66,כבירים,1,parcel_area,1
10909,67,מרכז הכרמל,1,parcel_area,1
10909,68,מרכז הכרמל,1,parcel_area,1
10909,69,כבירים,1,parcel_area,1
10909,7,כבירים,1,parcel_area,1
10909,70,כבירים,1,parcel_area,1
10909,71,כבירים,1,parcel_area,1
10909,75,מרכז הכרמל,1,parcel_area,0.999
10909,8,כבירים,1,parcel_area,1
10909,80,מרכז הכרמל,1,parcel_area,1
10909,9,כבירים,1,parcel_area,1
10909,,כבירים,2,block_area_majority,0.67
10910,1,כבירים,1,parcel_area,1
10910,10,כבירים,1,parcel_area,1
10910,100,מרכז הכרמל,1,parcel_area,1
10910,101,מרכז הכרמל,1,parcel_area,1
10910,102,מרכז הכרמל,1,parcel_area,1
10910,103,מרכז הכרמל,1,parcel_area,1
10910,104,מרכז הכרמל,1,parcel_area,1
10910,105,מרכז הכרמל,1,parcel_area,1
10910,106,מרכז הכרמל,1,parcel_area,1
10910,107,מרכז הכרמל,1,parcel_area,1
10910,108,מרכז הכרמל,1,parcel_area,1
10910,109,מרכז הכרמל,1,parcel_area,1
10910,11,מרכז הכרמל,1,parcel_area,1
10910,110,מרכז הכרמל,1,parcel_area,1
10910,111,מרכז הכרמל,1,parcel_area,1
10910,112,מרכז הכרמל,1,parcel_area,1
10910,113,מרכז הכרמל,1,parcel_area,1
10910,114,מרכז הכרמל,1,parcel_area,1
10910,115,מרכז הכרמל,1,parcel_area,1
10910,116,מרכז הכרמל,1,parcel_area,1
10910,117,מרכז הכרמל,1,parcel_area,1
10910,118,מרכז הכרמל,1,parcel_area,1
10910,119,מרכז הכרמל,1,parcel_area,1
10910,12,מרכז הכרמל,1,parcel_area,1
10910,120,מרכז הכרמל,1,parcel_area,1
10910,121,מרכז הכרמל,1,parcel_area,1
10910,124,מרכז הכרמל,1,parcel_area,1
10910,125,מרכז הכרמל,1,parcel_area,1
10910,126,מרכז הכרמל,1,parcel_area,1
10910,127,מרכז הכרמל,1,parcel_area,1
10910,128,מרכז הכרמל,1,parcel_area,1
10910,129,מרכז הכרמל,1,parcel_area,1
10910,13,מרכז הכרמל,1,parcel_area,1
10910,130,מרכז הכרמל,1,parcel_area,1
10910,131,מרכז הכרמל,1,parcel_area,1
10910,132,מרכז הכרמל,1,parcel_area,1
10910,133,מרכז הכרמל,1,parcel_area,1
10910,134,מרכז הכרמל,1,parcel_area,1
10910,135,מרכז הכרמל,1,parcel_area,1
10910,136,מרכז הכרמל,1,parcel_area,1
10910,137,מרכז הכרמל,1,parcel_area,1
10910,138,מרכז הכרמל,1,parcel_area,1
10910,139,מרכז הכרמל,1,parcel_area,1
10910,14,מרכז הכרמל,1,parcel_area,1
10910,140,מרכז הכרמל,1,parcel_area,1
10910,141,מרכז הכרמל,1,parcel_area,1
10910,142,מרכז הכרמל,1,parcel_area,1
10910,143,מרכז הכרמל,1,parcel_area,1
10910,144,מרכז הכרמל,1,parcel_area,1
10910,145,מרכז הכרמל,1,parcel_area,1
10910,146,מרכז הכרמל,1,parcel_area,1
10910,147,מרכז הכרמל,1,parcel_area,1
10910,148,מרכז הכרמל,1,parcel_area,1
10910,149,מרכז הכרמל,1,parcel_area,1
10910,15,מרכז הכרמל,1,parcel_area,1
10910,150,מרכז הכרמל,1,parcel_area,1
10910,151,מרכז הכרמל,1,parcel_area,1
10910,152,מרכז הכרמל,1,parcel_area,1
10910,153,מרכז הכרמל,1,parcel_area,1
10910,154,מרכז הכרמל,1,parcel_area,1
10910,155,מרכז הכרמל,1,parcel_area,1
10910,156,מרכז הכרמל,1,parcel_area,1
10910,157,מרכז הכרמל,1,parcel_area,1
10910,158,מרכז הכרמל,1,parcel_area,1
10910,159,מרכז הכרמל,1,parcel_area,1
10910,16,מרכז הכרמל,1,parcel_area,1
10910,160,מרכז הכרמל,1,parcel_area,1
10910,161,מרכז הכרמל,1,parcel_area,1
10910,162,מרכז הכרמל,1,parcel_area,1
10910,163,מרכז הכרמל,1,parcel_area,1
10910,164,מרכז הכרמל,1,parcel_area,1
10910,165,מרכז הכרמל,1,parcel_area,0.584
10910,166,מרכז הכרמל,1,parcel_area,1
10910,167,מרכז הכרמל,1,parcel_area,1
10910,168,מרכז הכרמל,1,parcel_area,1
10910,169,מרכז הכרמל,1,parcel_area,1
10910,17,מרכז הכרמל,1,parcel_area,1
10910,170,מרכז הכרמל,1,parcel_area,1
10910,171,מרכז הכרמל,1,parcel_area,1
10910,172,מרכז הכרמל,1,parcel_area,1
10910,173,כבירים,1,parcel_area,1
10910,174,כבירים,1,parcel_area,0.569
10910,175,כבירים,1,parcel_area,1
10910,176,כבירים,1,parcel_area,0.749
10910,177,כבירים,1,parcel_area,1
10910,178,כבירים,1,parcel_area,1
10910,179,כבירים,1,parcel_area,1
10910,18,מרכז הכרמל,1,parcel_area,1
10910,180,כבירים,1,parcel_area,1
10910,181,כרמליה,1,parcel_area,0.993
10910,182,כבירים,1,parcel_area,1
10910,183,כבירים,1,parcel_area,1
10910,184,מרכז הכרמל,1,parcel_area,1
10910,186,מרכז הכרמל,1,parcel_area,1
10910,187,מרכז הכרמל,1,parcel_area,1
10910,188,מרכז הכרמל,1,parcel_area,1
10910,19,כבירים,1,parcel_area,1
10910,2,כבירים,1,parcel_area,1
10910,20,כבירים,1,parcel_area,1
10910,21,כבירים,1,parcel_area,1
10910,22,כבירים,1,parcel_area,1
10910,23,כבירים,1,parcel_area,1
10910,24,כבירים,1,parcel_area,1
10910,25,כבירים,1,parcel_area,1
10910,26,כבירים,1,parcel_area,1
10910,27,כבירים,1,parcel_area,1
10910,28,כבירים,1,parcel_area,1
10910,29,כבירים,1,parcel_area,1
10910,3,כבירים,1,parcel_area,1
10910,30,כבירים,1,parcel_area,1
10910,31,כבירים,1,parcel_area,1
10910,32,כבירים,1,parcel_area,1
10910,33,כבירים,1,parcel_area,1
10910,34,כבירים,1,parcel_area,1
10910,35,כבירים,1,parcel_area,1
10910,36,כבירים,1,parcel_area,1
10910,37,כבירים,1,parcel_area,1
10910,38,כבירים,1,parcel_area,1
10910,39,כבירים,1,parcel_area,1
10910,4,כבירים,1,parcel_area,1
10910,40,כבירים,1,parcel_area,1
10910,41,כבירים,1,parcel_area,1
10910,42,כבירים,1,parcel_area,1
10910,43,כבירים,1,parcel_area,1
10910,44,כבירים,1,parcel_area,1
10910,45,כבירים,1,parcel_area,1
10910,46,כבירים,1,parcel_area,1
10910,47,כבירים,1,parcel_area,1
10910,48,כבירים,1,parcel_area,1
10910,49,כבירים,1,parcel_area,1
10910,5,כבירים,1,parcel_area,1
10910,50,כבירים,1,parcel_area,1
10910,51,כבירים,1,parcel_area,1
10910,52,כבירים,1,parcel_area,1
10910,53,כבירים,1,parcel_area,1
10910,54,כבירים,1,parcel_area,1
10910,55,כבירים,1,parcel_area,1
10910,56,כבירים,1,parcel_area,1
10910,57,כבירים,1,parcel_area,1
10910,58,כבירים,1,parcel_area,1
10910,59,כבירים,1,parcel_area,1
10910,6,כבירים,1,parcel_area,1
10910,60,כבירים,1,parcel_area,1
10910,61,כבירים,1,parcel_area,1
10910,62,כבירים,1,parcel_area,1
10910,63,כבירים,1,parcel_area,1
10910,64,כבירים,1,parcel_area,1
10910,65,כבירים,1,parcel_area,1
10910,66,כבירים,1,parcel_area,1
10910,67,כבירים,1,parcel_area,1
10910,68,כבירים,1,parcel_area,1
10910,69,כבירים,1,parcel_area,1
10910,7,כבירים,1,parcel_area,1
10910,70,כבירים,1,parcel_area,1
10910,71,כבירים,1,parcel_area,1
10910,72,כבירים,1,parcel_area,1
10910,73,כבירים,1,parcel_area,0.737
10910,74,כבירים,1,parcel_area,1
10910,75,כבירים,1,parcel_area,1
10910,76,כבירים,1,parcel_area,1
10910,77,כבירים,1,parcel_area,1
10910,78,כבירים,1,parcel_area,1
10910,79,כבירים,1,parcel_area,1
10910,8,כבירים,1,parcel_area,1
10910,80,כבירים,1,parcel_area,1
10910,81,כבירים,1,parcel_area,0.99
10910,82,כבירים,1,parcel_area,1
10910,83,כבירים,1,parcel_area,1
10910,84,כבירים,1,parcel_area,1
10910,85,כרמליה,1,parcel_area,0.837
10910,86,כבירים,1,parcel_area,0.846
10910,87,כבירים,1,parcel_area,0.845
10910,88,כבירים,1,parcel_area,1
10910,89,כבירים,1,parcel_area,1
10910,9,כבירים,1,parcel_area,1
10910,90,כבירים,1,parcel_area,1
10910,91,כבירים,1,parcel_area,1
10910,92,כבירים,1,parcel_area,1
10910,93,כבירים,1,parcel_area,1
10910,94,מרכז הכרמל,1,parcel_area,1
10910,95,מרכז הכרמל,1,parcel_area,1
10910,96,מרכז הכרמל,1,parcel_area,1
10910,97,מרכז הכרמל,1,parcel_area,1
10910,98,מרכז הכרמל,1,parcel_area,1
10910,99,מרכז הכרמל,1,parcel_area,1
10910,,מרכז הכרמל,2,block_area_majority,0.493
10911,57,כרמל מערבי,1,parcel_area,0.601
10911,84,כרמל מערבי,1,parcel_area,1
10911,85,כרמל מערבי,1,parcel_area,0.993
10911,86,כרמל מערבי,1,parcel_area,1
10911,87,כרמל מערבי,1,parcel_area,1
10911,88,כרמל מערבי,1,parcel_area,0.928
10911,89,כרמל מערבי,1,parcel_area,0.759
10911,90,כרמל מערבי,1,parcel_area,1
10911,91,כרמל מערבי,1,parcel_area,1
10911,92,כרמל מערבי,1,parcel_area,1
10911,93,"רמת חביב (ר. הנשיא), רח' שונית",1,parcel_area,0.747
10911,94,כרמל מערבי,1,parcel_area,1
10911,95,כרמל מערבי,1,parcel_area,1
10911,,כרמל מערבי,2,block_area_majority,0.859
10912,1,עין הים,1,parcel_area,1
10912,10,עין הים,1,parcel_area,1
10912,11,עין הים,1,parcel_area,1
10912,12,עין הים,1,parcel_area,1
10912,13,עין הים,1,parcel_area,1
10912,14,עין הים,1,parcel_area,1
10912,15,עין הים,1,parcel_area,1
